Annual_Los,Longitude,Latitude,LnArea,Area,LnPerimeter,Perimeter,ShaIndex,Roundness,AreaRatio,Elevation,Lithology,Landform,SoilType,ClimateType,GlaCovered,Continent,Basin,Endorheic,Slope,Curvature,TWI,EleDiff,Permeability,Porosity,Sand,Silt,Clay,LnCatArea,CatArea,LnRecharge,Recharge,CatSlope,R-factor,K-factor,SoilErosion,Temp,Pre,Eva,Wind,Aridity,NDVI,Bare,Cropland,Grass,Tree,Lmp,NTL,Pop,RivOrder,RivSlope,RivRunoff,RivSediment,Flood
0.424211,79.823391,20.247413,2.818348167,16.749161,4.053569511,57.602704,3.970465,0.063433,3.43914,211,8,9,98,4,0,1,45,0,2.597056,-0.015841,89.7443,33,-1410,1,244.220624,385.517986,370.127098,5.395455874,220.4026,2.577107455,13.15902,0.933669,4638.227075,0.024901,2.825232,27.419183,4.509646,-15.802946,0.516278,6372.941486,0.440587,0,0.299258529,0.104539347,0.163038206,0.657143,0.309881,208.481588,2,0.002426,0.983666,0,24
0.055284,112.473281,25.304106,0.831494645,2.296749,3.023657655,20.566379,3.828214,0.068235,8.954563,335,9,3,4,9,0,1,43,0,19.185068,0.027284,90.79031,112,-1368.217284,13.196543,386.035211,338.457746,275.542254,4.53385376,93.11672,3.702359193,40.54284,18.888528,5257.547396,0.024447,0.798361,16.721874,6.230294,-5.622184,0.213313,13946.07604,0.567445,0,0.202702184,0.215928339,0.373077372,0.072961,0.066599,103.374872,1,0.04655,2.32711,0,30
0.253125,127.992327,35.184159,2.78282546,16.164629,4.379691448,79.813403,5.6,0.031888,4.937534,37,4,5,44,15,0,1,42,0,13.928877,0.338029,74.97561,104,-1511.765727,17.652574,361.151741,377.146766,261.681592,7.728880461,2273.056,4.946054817,140.6191,17.135498,5266.105179,0.027041,8.417304,11.027073,4.576023,-11.135279,0.594551,12535.79848,0.500533,0.000542371,0.360181998,0.110290546,0.256050093,0.097304,7.002945,85.19665,2,0.004607,2.002906,222.19506,34
0.131786,-43.418967,-16.211924,-0.378666422,0.684774,2.187762396,8.915242,3.039166,0.108266,13.019241,601,8,5,25,4,0,6,63,0,4.639692,0.043064,104.933333,34,-1180,6,403.166667,272,324.611111,3.364506426,28.91922,3.743172308,42.23175,6.251995,4036.76882,0.021778,20.642393,23.191771,3.055566,-10.842275,1.903324,6029.503706,0.411452,0,0.201402509,0.356705882,0.119307298,0,0,5.220709,1,0.001278,0.378339,0,0
0.707196,103.172053,26.664763,0.184315401,1.202395,2.715567872,15.11319,3.888012,0.066152,12.569239,2402,5,1,1,16,0,1,43,0,20.087476,0.110375,94.236453,138,-1478.78,20.221333,238.745223,466.127389,295.248408,3.898581066,49.3324,3.714265729,41.02845,17.45637,2395.244462,0.02718,0.222875,10.781918,4.660008,-4.201663,0.182957,8482.810857,0.473706,0,0.126061596,0.780065359,0.003635091,0.015504,0.022708,101.594983,1,0.181562,1.465522,0,30
0.974828,77.688575,10.429173,-0.648087777,0.523045,2.155936502,8.635974,3.368502,0.088131,16.510951,557,9,3,44,4,0,1,45,0,7.92046,0.065912,106.101076,73,-1410,1,453.95,257.066667,288.983333,4.320200565,75.20371,4.968287831,143.7805,18.760809,5514.566466,0.018651,76.345712,23.813018,4.673143,-10.90943,0.52952,4276.057383,0.591274,0,0.137027513,0.339833333,0.368461538,0,1.711071,244.285972,1,0.085993,0.448249,0,0
1.136364,85.157244,27.602361,0.269879798,1.309807,2.306104194,10.035253,2.473545,0.163441,7.661627,1533,8,1,7,15,0,1,45,0,24.087282,0.276745,109.592732,163,-1410,1,336.743119,446.899083,216.440367,4.821883508,124.1988,4.552003665,94.82221,21.194402,5748.479641,0.024501,22.431904,16.141122,8.980696,-5.99839,0.168551,15680.44258,0.528021,0,0.198247075,0.162670455,0.255122803,0.587819,0.03747,229.038959,1,0.033766,5.174409,0,42
0.053343661,-78.56422,41.584865,1.487318865,4.425215,3.705457575,40.668652,5.453655,0.033622,9.19021,509,3,5,7,19,0,5,74,0,20.165714,0.351143,104.029138,125,-1510.582055,19.27905,341.215339,448.0059,210.769912,5.221752147,185.2585,3.734433196,41.86429,5.547067,1393.721614,0.026887,0.34877,7.370106,3.997532,-15.244945,0.916819,11659.92412,0.443877,0.009095806,0,0.144394161,0.834270866,0.042262,1.628758,0.845369,1,0.005062,2.048097,0,43
0.630597,-76.721384,39.892065,-0.396805213,0.672465,2.165435505,8.718398,2.999142,0.111175,12.964843,134,8,5,56,9,0,5,73,0,11.1651,0.082358,85.492754,67,-1410,1,310.241758,476.065934,213.417582,1.376048046,3.959224,1.772854049,5.887633,5.063228,2057.349241,0.028134,1.337419,11.519157,3.574293,-6.442885,0.784373,8767.204659,0.467,0,0.145374376,0.173867925,0.399301165,0,39.398469,331.808726,1,0.005593,1.506595,0,31
0.179333,33.257401,34.805715,-0.673160257,0.510094,1.835766147,6.269936,2.476471,0.163055,12.291738,154,9,1,44,12,0,1,21,0,14.189509,0.151384,77.902379,65,-1180,6,349.863636,398.954545,251.606061,4.461160776,86.58796,5.134322054,169.7492,12.183609,736.571639,0.021434,0.069988,18.366992,1.045885,-9.157466,1.177272,3253.461138,0.301346,0.030306031,0.028062993,0.195657895,0.018600146,0.108498,4.328637,9.885654,3,0.020077,0.459359,0,0
0.101301,109.274219,28.637433,0.048846353,1.050059,2.565002664,13.000693,3.578943,0.078071,12.380918,412,5,1,34,9,0,1,43,0,22.689461,0.200088,75.665049,134,-1520,19,180.822222,508.688889,310.377778,3.911777775,49.98774,3.862931496,47.6047,16.964727,4871.642735,0.02775,0.094316,15.111328,5.800503,-3.357613,0.672897,13004.65556,0.541701,0,0.482291227,0.165,0.113492614,0.005046,0,52.11508,1,0.013091,2.05591,0,22
0.571,-85.150056,33.04109,4.644071925,103.966832,6.660955787,781.297334,21.615436,0.00214,7.514871,194,8,9,4,9,0,5,73,0,8.433359,0.110506,87.540904,85,-1409.428948,1.109019,426.810551,313.923095,259.242907,8.262185322,3874.552,3.618113583,37.2672,2.451184,3723.349486,0.023977,0.622607,16.573748,3.766652,-16.880771,0.198682,9303.539895,0.540154,0.000794803,0.005551568,0.097678522,0.090330014,0,21.6268,257.135598,5,0.010943,1.348732,76.977676,39
2.418964683,-97.639013,33.614965,-4.024743875,0.017868,-0.123100272,0.884175,1.865912,0.287222,49.482796,335,3,5,56,9,0,5,75,0,4.509725,0.024482,99,22,-1300,22,375.461538,378.769231,245.769231,-0.15310223,0.858042,3.871623005,48.02026,2.95,2725.262712,0.034221,4.871194,17.909758,2.81723,-9.540507,1.161346,4670.85,0.389,0,0,1,0,0,3.394206,2.244825,1,0.019755,0.375022,0,0
0.708333,76.649473,10.311055,0.548699276,1.731,3.310929617,27.410595,5.877127,0.028951,15.835124,418,8,1,5,2,0,1,45,0,14.284681,0.130419,107.170021,93,-1410,1,416.808511,258.87766,324.510638,6.249539433,517.7743,5.70084015,299.1186,15.287932,6470.717831,0.021518,0.388597,22.903087,9.543554,-20.086886,0.23825,16870.23507,0.658616,0,0.021010226,0.15375,0.73644007,0.000227,0.214915,522.834065,3,0.02771,4.728802,293.622423,25
0.836957,-49.413503,-18.581609,4.199282819,66.638522,5.493743647,243.165832,8.403011,0.014162,3.649028,434,2,5,29,4,0,6,64,0,4.210355,0.035529,95.255319,72,-1291.879025,13.7203,466.710157,249.180842,284.085054,8.000531236,2982.542,3.801248527,44.75703,4.210557,6051.716143,0.021258,13.549716,23.856616,4.462533,-8.827298,0.994067,9455.519154,0.432344,0,0.56361558,0.078259598,0.035233553,0,2.501381,48.007196,5,0.022731,0.729077,1181.011395,57
0.633245,104.621138,29.633648,1.162411161,3.197634,3.427946675,30.813308,4.860926,0.042322,9.636285,410,3,1,4,15,0,1,43,0,20.681711,0.181366,84.279045,167,-1263.711443,7.068657,317.053957,448.183453,234.73741,4.480974395,88.32069,3.318563319,27.62064,14.124271,4407.864468,0.028854,51.296972,16.82757,4.178416,-4.39234,0.70826,12276.31368,0.4909,0,0.445823266,0.236981567,0.044996198,0.688964,0.997519,219.977585,2,0.005864,1.377358,0,33
0.310606,-86.198565,34.466684,5.264864761,193.420149,6.452518258,634.297608,12.865814,0.006041,3.279377,181,3,7,105,9,0,5,74,0,8.972394,0.134535,108.222222,126,-1257.235678,10.719867,298.797307,477.11056,224.11871,8.781697779,6513.927,3.516832631,33.67759,6.824581,3752.217175,0.025897,0.749268,14.992767,4.435252,-18.356646,0.210638,11042.13306,0.537948,0.000724735,0.036163366,0.080179225,0.494976177,0,7.007787,30.622717,6,0.012516,1.895863,30.467032,33
0.032561,110.756947,28.182447,0.924462849,2.520514,3.227460114,25.215531,4.480419,0.049815,10.004122,268,6,3,4,9,0,1,43,0,27.665707,0.177741,80.230616,187,-1357.132479,17.608547,302.964646,425.530303,271.545455,5.103939828,164.6694,4.179476911,65.33167,21.158352,5398.313634,0.025357,1.453486,15.258707,5.940099,-3.831136,1.148759,13098.49619,0.59064,0,0.176244487,0.210263158,0.591431,0.00204,0,60.726665,1,0.011023,3.06472,0,35
0.01375,128.844552,36.633699,4.070448734,58.583245,4.943297574,140.231913,5.168389,0.037436,2.39372,154,9,5,8,15,0,1,42,0,12.306116,0.010576,91.275726,205,-1430.995126,4.435566,316.372609,397.263198,286.469778,7.370089574,1587.776,3.299641102,27.10291,16.251797,3440.095746,0.027207,1.072312,9.618934,3.699293,-5.795975,0.997836,11762.08441,0.518877,0.00107469,0.200263042,0.175328553,0.238126487,0.076449,6.967208,67.412121,1,0.012985,2.142185,0,39
0.275,46.229315,56.226622,6.921686466,1014.028678,7.519381383,1843.426567,16.330361,0.00375,1.817924,60,1,16,21,19,0,2,28,1,4.028381,0.060994,108.727969,77,-1183.499674,0.092947,415.329021,342.945916,241.793017,12.68542061,323004.2,5.763733929,318.5355,1.61632,383.76381,0.030822,0.192726,4.686018,2.295575,-4.271191,0.758363,7202.175922,0.370275,0.000298406,0.433060638,0.032226319,0.309592393,1.45977,4.309559,80.572563,6,0.001258,0.554022,526.11167,36
0.132121,45.059837,34.236034,5.835427123,342.210869,5.92622668,374.737837,5.714467,0.030623,1.095049,90,5,16,114,5,0,1,29,0,2.190822,-0.000237,111.173934,55,-1274.384522,9.028431,184.559881,492.579347,322.855493,8.954575484,7743.24,3.119148303,22.6271,3.316266,453.315698,0.037387,2.459271,21.873971,1.44776,-8.111987,0.862257,1466.919239,0.112488,0.616835768,0.333990305,0.023232413,0,0.93855,2.339103,44.767093,4,0.014063,0.177943,78.271268,43
0.186956522,21.706916,-33.484336,-0.832694346,0.434876,2.157250718,8.647331,3.699084,0.073082,19.884569,291,3,3,109,6,0,3,12,0,13.377797,0.125508,94.636364,100,-1520,19,647.2,151.2,201.533333,5.134005065,169.6954,5.966698126,390.2151,16.148406,556.794932,0.014773,3.707833,16.270917,1.240445,-6.127562,0.408742,1637.55533,0.304248,0,0.001055098,0.305079365,0.05574372,0,0.000481,0.740026,1,0.012104,0.060063,0,0
0.156565,124.115049,39.987493,0.924743308,2.521221,2.98432086,19.773069,3.512883,0.081035,7.842654,6,9,11,37,26,0,1,42,0,3.545739,0.01492,103.966394,33,-1250,9,375.117647,433.830882,190.860294,2.82725149,16.89895,1.902508192,6.702685,3.68587,4001.390424,0.032395,14.89465,8.940927,3.312642,-6.101421,0.450767,8399.548073,0.260113,0.008051948,0.673756325,0.128997361,0.01194239,2.666738,4.941935,618.908663,1,3.80E-05,0.66472,0,0
0.351612903,28.237891,-24.849305,-0.553054858,0.57519,2.203960507,9.060828,3.370213,0.088041,15.752764,1237,3,3,78,5,0,3,12,0,11.52079,0.11686,99.266667,81,-1250,9,664.485149,159.267327,176.277228,4.108849521,60.87664,4.661904899,105.8375,7.908323,2016.758242,0.020375,172.120684,18.453364,2.218298,-9.167257,0.894975,3274.81831,0.310197,0,0.074723431,0.294615385,0.031257362,0,0.25203,4.357045,1,0.02012,0.128937,0,0
0.348472,115.116595,28.365215,0.343580484,1.409987,2.942807702,18.969031,4.506431,0.049242,13.45334,61,5,9,1,9,0,1,43,0,4.027139,0.041909,106.3125,25,-1520,19,300.136691,456.194245,243.654676,1.896627013,6.663381,1.553046593,4.725846,1.393424,5124.586826,0.031721,7.248757,18.000969,5.813148,-5.394736,0.795305,11845.87188,0.416,0,0.792040816,0.134397906,0.005249433,0.148984,0.378942,293.17709,2,0.01117,1.085268,362.70764,0
0.129167,81.528984,20.511437,-3.768139135,0.023095,-0.3606844,0.697199,1.294166,0.597063,30.187873,353,5,7,57,4,0,1,45,0,2.71353,0.045268,97.827586,13,-1410,1,377,248,375,-2.050480977,0.128673,1.717640625,5.571368,1.625,4376.083333,0.028,3.05252,25.718294,4.396985,-8.980585,0.982448,6305.375,0.38,0,0.8125,0.83,0.001875,0,1.12395,305.826233,1,0.003364,0.662397,0,25
0.052757,100.414825,25.895008,0.519113385,1.680537,2.469246077,11.813537,2.570698,0.151321,7.029621,1803,6,3,44,15,0,1,43,0,9.717505,0.047573,78.365824,89,-1253.353396,9.871883,315.243697,405.176471,279.672269,4.953237087,141.6327,4.434123706,84.27824,19.915612,2520.606342,0.024013,10.303756,14.512211,3.697093,-7.499561,0.91681,6328.670085,0.470651,0,0.344701069,0.184611872,0.070090007,0.005705,0.224754,91.972558,2,0.024009,1.34219,0,28
1.477931,76.6041,11.390703,-0.166510414,0.846614,2.761160733,15.818193,4.849637,0.042519,18.684067,2211,8,1,3,16,0,1,45,0,12.03226,0.12517,106.037397,71,-1410,1,349.238095,342.666667,308.095238,2.662671312,14.33453,2.829181698,16.9316,6.789783,7628.659588,0.020514,0.320947,16.125352,7.224015,-17.951756,0.192173,9844.946565,0.642,0,0.004891368,0.234949495,0.262601292,0,2.70671,225.196002,1,0.030768,6.103902,0,0
1.026829,107.241658,34.446885,2.279111839,9.768001,3.422505248,30.646095,2.766097,0.130697,3.137397,597,9,6,37,6,0,1,43,0,6.252264,0.031181,89.744031,60,-1088.022663,1.637394,286.513889,460.583333,252.819444,5.049986127,156.0203,2.770874128,15.97259,9.419131,1392.397078,0.031977,8.905408,12.272971,3.029393,-3.705587,0.097291,5419.235849,0.338136,0,0.876529844,0.057712843,0.008021136,0.007659,6.830275,495.347553,3,0.004487,0.355507,0,46
2.2,-95.633143,33.170355,1.993455457,7.340856,3.034352662,20.787517,2.164334,0.213477,2.831757,137,1,13,56,9,0,5,74,0,3.47031,0.009141,115.652174,19,-1312.277386,11.297602,312.469565,434.06087,253.713043,5.097998831,163.694,3.10454318,22.29903,0.823431,3179.655626,0.03321,0.838966,18.093653,3.553873,-7.989249,0.880357,7049.00483,0.441886,0,0.038523251,0.091805692,0.110723664,0,7.952708,16.147341,2,0.001247,0.703255,0,32
0.099338,115.222904,26.986969,1.633987295,5.124266,4.645290475,104.093598,12.97189,0.005943,20.313855,63,3,3,4,9,0,1,43,0,7.194721,0.047894,90.927635,121,-1519.27098,19.021601,340.352248,377.127409,282.502141,5.687874952,295.2655,4.053887605,57.62103,7.743976,5298.901387,0.027365,2.24905,18.466693,5.445527,-6.335555,0.390568,12516.76204,0.536717,0,0.453306213,0.076544656,0.131180494,0.001619,0.036241,88.363389,4,0.012792,1.764347,739.482263,35
0.093103448,27.321899,-32.750438,-0.380758349,0.683343,1.818508503,6.16266,2.103023,0.226106,9.018405,513,2,1,56,10,0,3,12,0,6.472227,0.039161,92.392157,50,-1650,12,408,279.721311,312.278689,1.898087667,6.673121,2.27884655,9.76541,11.985931,2099.404609,0.018344,1.660159,16.060771,2.877866,-12.698829,0.183773,4164.429654,0.671526,0,0.001060606,0.172842105,0.621612554,0.085106,1.80343,0.666162,1,0.005067,0.14099,0,0
0.962927,98.075035,36.261024,0.386261222,1.471469,1.85922059,6.418732,1.492687,0.44881,4.362125,3223,1,7,113,6,0,1,48,1,3.621422,0.030832,102.828025,49,-1135,0,479.508197,354.606557,165.885246,2.120706078,8.337022,1.734444749,5.665781,6.783223,94.400814,0.019903,5.262438,-0.48382,1.035583,-4.172524,0.925739,1469.733389,0.07212,0.009174312,0.06372093,0.453943662,0,0.046358,0.584108,15.040025,1,0.008429,0.119884,0,0
0.245738,113.233656,34.352546,2.349274099,10.477961,3.830723293,46.095867,4.017156,0.061967,4.399316,215,1,7,6,15,0,1,43,0,6.878027,-0.000526,99.844958,94,-1425.781662,14.350264,285.215625,496.184375,218.6,6.370844887,584.5515,4.021570802,55.78867,7.217203,2044.819789,0.030587,27.398092,13.647094,2.985143,-5.734456,0.127818,4720.914108,0.304135,0,0.80996206,0.112122867,0.040762676,0.847498,8.335946,570.268652,3,0.059469,0.309016,0,40
0.011437,111.753002,25.032644,3.477954482,32.393393,5.866811321,353.121193,17.502119,0.003265,10.901025,259,5,1,4,9,0,1,43,0,24.806177,0.075447,68.9021,270,-1476.745698,17.346159,427.25402,314.385297,258.319659,7.302930965,1484.645,3.824976646,45.83173,19.993363,6214.801064,0.024064,2.843259,17.047252,7.519794,-4.436626,0.411298,14460.69746,0.588335,0,0.117936113,0.224485224,0.311052364,0.003796,0.052079,68.242433,3,0.039891,2.569969,1059.358615,33
0.184983678,-88.238857,35.706027,0.553294134,1.738972,2.705753098,14.965583,3.201418,0.09757,8.605994,135,1,5,1,9,0,5,74,0,7.179094,0.074593,106.838583,35,-1413,0,146.65,614.45,239.185714,2.611149357,13.61469,2.057855225,7.82916,2.3702,3655.117093,0.026319,0.114631,15.61081,4.231236,-23.398699,0.353578,9722.017409,0.540572,0,0.000291859,0.082716535,0.843696877,0,1.307208,3.093884,1,0.045256,1.310631,0,0
0.10062486,-83.484416,38.064296,3.482637236,32.545439,5.536395378,253.761634,12.548042,0.006351,7.797149,222,3,5,7,9,0,5,74,0,19.026935,0.191807,94.407407,121,-1372.453916,14.836406,267.336106,477.602884,255.078203,7.66668505,2135.989,4.184047688,65.63097,5.834928,2483.270329,0.026373,8.96395,12.980356,3.970149,-20.7761,0.716418,9703.578459,0.52527,0.004290146,0.020297232,0.067849507,0.806642455,0,2.229808,14.549429,1,0.013852,1.168875,27.289514,34
0.08,-106.842425,47.758726,6.873482397,966.307781,7.749503551,2320.420159,21.057362,0.002255,2.401326,679,3,16,105,6,1,5,74,0,6.027809,0.041441,105.911261,87,-1373.974584,20.729407,237.608996,429.260094,333.163872,10.79507301,48779.87,3.921590491,50.48067,4.95723,317.140479,0.028653,0.899235,6.499034,1.631681,-6.525959,1.372457,2641.916718,0.172339,0.002933964,0.233600142,0.1462695,0.019792005,0,0.259197,0.653771,7,0.074466,0.10269,7592.659427,33
0.510344828,-75.503646,6.294986,-2.622019305,0.072656,0.794168295,2.2126,2.315591,0.186499,30.45305,2349,12,3,44,10,0,6,61,0,12.411737,0.050365,106.730159,54,-1410,1,338.04,356,306.72,3.342032132,28.27653,5.964050184,389.1832,7.157561,8924.191702,0.020657,20.181618,16.326905,10.303756,-10.418866,0.386868,16284.85149,0.619165,0,0.007902203,0.514444444,0.849806822,0,21.206178,4987.991829,1,0.138928,3.205836,33.237904,28
0.610274,78.507514,25.16132,2.705716213,14.965031,4.385215246,80.255496,5.85236,0.029197,5.362869,269,9,9,56,5,0,1,45,0,3.176411,0.034203,84.835062,42,-1410,1,416.693086,341.48398,241.730185,5.874982134,356.0183,3.169266165,23.79002,1.099775,3403.189155,0.027263,6.612848,25.304746,3.096358,-8.496333,0.90536,4275.542463,0.295644,0,0.772527679,0.124110302,0.000137576,0.054565,3.212153,358.644958,4,0.008018,0.314083,143.488896,32
2.015,71.391558,33.574595,0.601948686,1.825673,1.772081794,5.883088,1.228256,0.662861,3.222421,515,5,7,44,5,0,1,45,0,5.680318,0.021588,111.992958,36,-1052,0,297.83871,437.516129,264.241935,3.762675306,43.06348,3.160726662,23.58773,16.094202,2068.965851,0.027467,34.338842,20.29304,2.698917,-6.75813,0.684446,2896.506064,0.232618,0,0.643930886,0.067626459,0,0,4.522473,273.919195,1,0.004407,0.236474,0,0
0.928636,79.062386,15.583046,3.219077804,25.00505,4.442776719,85.010665,4.795729,0.04348,3.39974,193,8,7,56,4,0,1,45,0,8.984054,0.051269,94.283153,114,-1477.679491,19.577098,414.355903,266.390625,319.357639,6.885648413,978.1357,3.666570704,39.11753,9.744042,3710.916245,0.026337,9.538295,26.614935,2.292853,-14.039455,0.566324,3479.660557,0.424086,0,0.264444351,0.108362919,0.116511899,0.019415,1.1626,92.216301,2,0.002914,0.436176,0,37
0.056802045,-88.414604,35.557571,0.576540328,1.77987,2.964460365,19.38424,4.098734,0.059525,10.890821,143,1,9,1,9,0,5,74,0,6.072032,0.059998,115.818182,35,-1413,0,162.488189,614.984252,222.480315,2.992672096,19.93889,2.416131612,11.20244,2.382621,3631.538365,0.026594,0.062593,15.736559,4.209619,-24.335433,0.326398,9602.900491,0.531551,0,0.05611773,0.129960317,0.532084793,0.204082,3.684182,20.685418,1,0.003199,1.385408,0,0
4.966364,76.169638,11.604496,1.268246197,3.554613,3.944882703,51.670277,7.731071,0.016731,14.536118,748,8,5,66,2,0,1,45,0,9.292951,0.108286,68.937063,51,-1410,1,421.528265,290.465887,288.218324,3.044220487,20.99366,1.775974371,5.906033,4.396234,5934.799133,0.023833,0.03088,21.351035,7.230966,-19.712794,0.36843,18990.28045,0.642942,0,0.225208333,0.490550239,0.332051282,0.394265,3.289239,415.026942,2,0.005195,6.891959,0,29
0.074358974,31.016947,-25.149737,0.08653543,1.09039,2.671034357,14.454913,3.904987,0.065578,13.256644,872,9,1,29,15,0,3,12,0,9.340539,0.110083,94.945148,80,-1410,1,477.055172,150.027586,372.675862,4.122339359,61.70342,4.03580384,56.58839,9.062099,3187.914117,0.018119,4.547649,16.393985,4.693229,-23.125704,0.185046,5873.453332,0.604709,0,0,0.18238806,0.434477894,0,1.365079,3.164705,1,0.044132,0.682408,0,0
0.059259259,20.54049,-34.011101,-0.019757908,0.980436,2.245312484,9.443366,2.690372,0.138158,9.631805,87,3,7,56,5,0,3,12,0,6.171452,0.039349,102.441558,54,-1410.2,22.253333,650.083333,168.0625,181.927083,5.988800502,398.9358,6.008558853,406.8965,15.803616,663.627732,0.016862,5.054591,15.71737,1.398326,-6.598303,0.376559,2160.694036,0.42344,0,0.215973975,0.193649635,0.10140478,0.816327,0.630765,18.168477,4,0.012106,0.06511,0,0
0.464545,69.962547,22.324795,2.652797006,14.193683,4.305381955,74.097512,5.548188,0.032486,5.220457,25,2,13,8,5,0,1,45,0,2.535123,0.002126,106.165541,38,-1250,9,414.364042,357.943536,227.665676,6.022566575,412.6363,3.369769664,29.07183,1.125084,3095.842424,0.027683,15.319954,26.260943,1.835951,-10.410239,1.731088,2687.467973,0.217275,0,0.899083396,0.153995523,0.00013254,0.027586,4.622726,134.063552,3,0.008728,0.253647,0,41
3.738589212,-105.980925,36.010185,-4.158563135,0.01563,-0.465847478,0.627603,1.416121,0.498654,40.153695,1825,8,5,115,6,0,5,75,0,2.609517,-0.008431,103.033333,10,-1063.234783,8.278261,650,219,131,1.834696026,6.26323,5.993258437,400.7182,7.060976,356.672222,0.02793,3.618076,10.62712,1.184698,-5.037239,0.774608,1650.268293,0.136,0,0,1,0.147050998,0,7.760248,3.52863,1,0.034166,0.02674,0,0
0.743793,-96.224135,37.464438,-1.377465451,0.252217,1.445321001,4.243214,2.383431,0.176033,16.823653,303,6,9,42,9,0,5,74,0,4.11667,0.043461,104.585366,20,-1413,0,164.816327,490.102041,345.795918,1.548019638,4.702149,2.925484687,18.64326,1.528986,2497.682515,0.032763,1.209621,14.129819,3.300896,-7.484342,0.74812,5904.865217,0.337,0,0,0.728571429,0,0,0.192422,0.331104,1,0.00465,0.5272,0,39
0.352564,114.989827,29.142289,1.37900108,3.970933,3.758201858,42.871268,6.068972,0.02715,10.796271,131,3,3,4,9,0,1,43,0,21.444,0.134018,71.852935,209,-1366.494709,10.980423,341.756849,408.184932,250.284247,5.651686051,284.7712,4.27268501,71.71393,21.931006,5398.625929,0.025837,1.012036,15.084215,6.959849,-5.019869,0.369825,13362.59136,0.575913,0,0.237271361,0.209149338,0.222943503,0.43714,0.007783,90.278778,3,0.179721,2.220189,0,34
0.170829,104.399122,30.509031,1.828556575,6.224895,4.258119042,70.676918,7.991101,0.01566,11.353913,458,1,5,6,15,0,1,43,0,10.723091,0.089257,85.628205,116,-1520,19,245.50137,455.709589,298.756164,3.461696819,31.87101,1.633140181,5.119927,8.78046,3750.26692,0.031449,18.905205,16.503239,3.805988,-4.262563,0.874323,10800.44094,0.477656,0,0.522473892,0.162829964,0.011951729,1.532876,4.750111,280.173295,2,0.006122,0.871656,0,33
2.089167,76.040779,32.630552,2.537465734,12.647578,4.580419366,97.555297,7.738241,0.0167,7.713358,766,5,1,8,15,0,1,45,0,25.798922,0.180211,108.706557,428,-1477.035824,16.196111,452.575604,289.385006,258.069886,7.181853507,1315.344,4.644388015,103.9997,37.655086,3478.825292,0.025362,70.014175,9.503047,6.057656,-4.797371,0.589392,11931.52045,0.446455,0.000916478,0.188950541,0.25798419,0.06392834,0,1.030764,168.429102,3,0.012392,3.940664,1260.775103,33
0.090674,104.982347,30.534041,0.268487785,1.307985,3.104985612,22.308898,5.502648,0.033026,17.055922,376,3,5,6,15,0,1,43,0,12.96417,0.155758,109.347515,66,-1520,19,277.463203,472.675325,249.679654,3.366641133,28.98102,3.098153474,22.157,6.142894,3691.320087,0.032124,3.169296,17.062153,3.706625,-4.944428,1.083704,10759.07247,0.488162,0,0.811232457,0.091333333,0.16090074,0.917904,0.000258,366.479764,2,0.069627,0.831508,0,37
0.297009,115.871138,29.448379,0.039764796,1.040566,1.982447457,7.260491,2.007827,0.248055,6.977447,83,3,7,99,9,0,1,43,0,12.721809,0.013946,73.060976,101,-1286.596859,9.206806,234.380952,481.035714,284.5,3.540582441,34.487,3.500818559,33.14257,28.493281,6031.149371,0.025885,1.702204,16.726284,5.823837,-6.606167,0.780839,13212.38882,0.55701,0,0.119774599,0.118518519,0.184349805,0,0.723203,312.92713,1,0.007504,2.169144,0,34
0.033962264,19.09281,-33.825423,1.084036577,2.95659,2.753493119,15.697369,2.575291,0.150781,5.309282,294,3,3,56,13,0,3,12,0,15.015908,0.153689,100.8,127,-1250,27,729.894231,137.394231,132.951923,4.466794967,87.07719,3.382758424,29.4519,33.546281,1507.890788,0.017503,8.035592,14.821686,2.485979,-6.70178,0.281146,4212.379833,0.387361,0.001808318,0.074141547,0.267488038,0.108129915,0,1.269892,2.464163,1,0.023572,0.624228,0,30
0.356208131,-98.695069,26.351264,-2.177213148,0.113357,0.566585727,1.76224,1.476511,0.458698,15.545981,57,3,6,51,5,0,5,75,0,2.75495,0.022895,104.378021,15,-1052,0,490.652174,273.652174,235.695652,3.731476193,41.74068,5.908692807,368.2245,0.746684,2224.497506,0.02996,0.909753,23.820341,1.647056,-8.960349,3.051915,2728.469786,0.313794,0.00352459,0.593515107,0.206666667,2.21E-05,0,2.897252,0.87293,1,0.005841,0.054515,0,0
0.520833,110.048703,41.488558,0.416495384,1.516637,2.236141078,9.357153,2.143374,0.217673,6.169671,1493,5,9,110,6,0,1,47,1,3.466509,0.013327,109.010676,25,-1410,1,469.303922,315.921569,215.068627,5.792832189,327.9405,5.376336644,216.2287,1.541694,303.808031,0.032904,0.181975,3.648895,1.122018,-4.820369,1.668313,1971.857603,0.091619,0.481700829,0.304226768,0.333248945,0,2.179959,0.245565,15.774437,1,0.002098,0.033221,0,0
0.014865,111.505647,29.714638,2.088553898,8.073232,4.044996638,57.110994,5.670105,0.031104,7.074118,69,1,7,1,9,0,1,43,0,9.149805,0.021673,104.688889,69,-1346.22977,12.355844,268.19378,440.437799,291.650718,4.604463636,99.92937,2.515909393,12.37786,9.211924,4244.428466,0.030193,3.538388,16.420198,5.368918,-4.640545,0.782391,10019.90911,0.466671,0,0.615027983,0.093883318,0.168707559,0.049423,0.714079,297.741171,2,0.002756,1.524196,0,34
